Year,City,Sport,Discipline,Country,Gender,Event,Medal,Athlete
1976,Montreal,Judo,Judo,JPN,Men,80 - 93KG (Half-Heavyweight),Gold,"NINOMIYA, Kazuhiro"
1976,Montreal,Judo,Judo,JPN,Men,Open Category,Gold,"UEMURA, Haruki"
1976,Montreal,Judo,Judo,KOR,Men,- 63KG (Lightweight),Silver,"CHANG, Eun-Kyung"
1976,Montreal,Judo,Judo,KOR,Men,70 - 80KG (Middleweight),Bronze,"PARK, Young-Chul"
1976,Montreal,Judo,Judo,KOR,Men,Open Category,Bronze,"CHO, Je-Aki"
1976,Montreal,Judo,Judo,POL,Men,63 - 70KG (Half-Middleweight),Bronze,"TALAJ, Marian"
1976,Montreal,Judo,Judo,SUI,Men,80 - 93KG (Half-Heavyweight),Bronze,"RÖTHLISBERGER, Jürg"
1976,Montreal,Judo,Judo,URS,Men,+ 93KG (Heavyweight),Gold,"NOVIKOV, Sergei"
1976,Montreal,Judo,Judo,URS,Men,63 - 70KG (Half-Middleweight),Gold,"NEVZOROV, Vladimir"
1976,Montreal,Judo,Judo,URS,Men,70 - 80KG (Middleweight),Silver,"DVOINIKOV, Valeri"
1976,Montreal,Judo,Judo,URS,Men,80 - 93KG (Half-Heavyweight),Silver,"KHARSHILADZE, Ramaz"
1976,Montreal,Judo,Judo,URS,Men,Open Category,Bronze,"CHOCHOSHVILI, Shota"
1976,Montreal,Judo,Judo,USA,Men,+ 93KG (Heavyweight),Bronze,"COAGE, Allen James"
1976,Montreal,Judo,Judo,YUG,Men,70 - 80KG (Middleweight),Bronze,"OBADOV, Slavko"
1976,Montreal,Modern Pentathlon,Modern Pentath.,POL,Men,Individual Competition,Gold,"PYCIAK-PECIAK, Janusz"
1976,Montreal,Modern Pentathlon,Modern Pentath.,TCH,Men,Individual Competition,Bronze,"BARTU, Jan"
1976,Montreal,Modern Pentathlon,Modern Pentath.,URS,Men,Individual Competition,Silver,"LEDNEV, Pavel"
1976,Montreal,Modern Pentathlon,Modern Pentath.,GBR,Men,Team Competition,Gold,GBR
1976,Montreal,Modern Pentathlon,Modern Pentath.,HUN,Men,Team Competition,Bronze,HUN
1976,Montreal,Modern Pentathlon,Modern Pentath.,TCH,Men,Team Competition,Silver,TCH
1976,Montreal,Rowing,Rowing,FIN,Men,Single Sculls (1X),Gold,"KARPPINEN, Pertti"
1976,Montreal,Rowing,Rowing,FRG,Men,Single Sculls (1X),Silver,"KOLBE, Peter-Michael"
1976,Montreal,Rowing,Rowing,GDR,Men,Single Sculls (1X),Bronze,"DREIFKE, Joachim"
1976,Montreal,Rowing,Rowing,GDR,Women,Single Sculls (1X),Gold,"SCHEIBLICH, Christine"
1976,Montreal,Rowing,Rowing,URS,Women,Single Sculls (1X),Bronze,"ANTONOVA, Elena"
1976,Montreal,Rowing,Rowing,USA,Women,Single Sculls (1X),Silver,"LIND, Joan Louise"
1976,Montreal,Rowing,Rowing,BUL,Women,Double Sculls (2X),Gold,BUL
1976,Montreal,Rowing,Rowing,BUL,Women,Four-Oared Shell With Coxswain (4-),Silver,BUL
1976,Montreal,Rowing,Rowing,BUL,Women,Pair Without Coxswain (2-),Gold,BUL
1976,Montreal,Rowing,Rowing,FRG,Men,Coxless Pair (2-),Bronze,FRG
1976,Montreal,Rowing,Rowing,FRG,Men,Four-Oared Shell With Coxswain (4-),Bronze,FRG
1976,Montreal,Rowing,Rowing,FRG,Women,Pair Without Coxswain (2-),Bronze,FRG
1976,Montreal,Rowing,Rowing,GBR,Men,Double Sculls (2X),Silver,GBR
1976,Montreal,Rowing,Rowing,GBR,Men,Eight With Coxswain (8+),Silver,GBR
1976,Montreal,Rowing,Rowing,GDR,Men,Coxless Pair (2-),Gold,GDR
1976,Montreal,Rowing,Rowing,GDR,Men,Double Sculls (2X),Bronze,GDR
1976,Montreal,Rowing,Rowing,GDR,Men,Eight With Coxswain (8+),Gold,GDR
1976,Montreal,Rowing,Rowing,GDR,Men,Four Without Coxswain (4-),Gold,GDR
1976,Montreal,Rowing,Rowing,GDR,Men,Four-Oared Shell With Coxswain (4-),Silver,GDR
1976,Montreal,Rowing,Rowing,GDR,Men,Pair-Oared Shell With Coxswain (2+),Gold,GDR
1976,Montreal,Rowing,Rowing,GDR,Men,Quadruple Sculls Without Coxswain (4X),Gold,GDR
1976,Montreal,Rowing,Rowing,GDR,Women,Double Sculls (2X),Silver,GDR
1976,Montreal,Rowing,Rowing,GDR,Women,Eight With Coxswain (8+),Gold,GDR
1976,Montreal,Rowing,Rowing,GDR,Women,Four-Oared Shell With Coxswain (4-),Gold,GDR
1976,Montreal,Rowing,Rowing,GDR,Women,Pair Without Coxswain (2-),Silver,GDR
1976,Montreal,Rowing,Rowing,GDR,Women,Quadruple Sculls With Coxswain (4X),Gold,GDR
1976,Montreal,Rowing,Rowing,NOR,Men,Double Sculls (2X),Gold,NOR
1976,Montreal,Rowing,Rowing,NOR,Men,Four Without Coxswain (4-),Silver,NOR
1976,Montreal,Rowing,Rowing,NZL,Men,Eight With Coxswain (8+),Bronze,NZL
1976,Montreal,Rowing,Rowing,ROU,Women,Quadruple Sculls With Coxswain (4X),Bronze,ROU
1976,Montreal,Rowing,Rowing,TCH,Men,Pair-Oared Shell With Coxswain (2+),Bronze,TCH
1976,Montreal,Rowing,Rowing,TCH,Men,Quadruple Sculls Without Coxswain (4X),Bronze,TCH
1976,Montreal,Rowing,Rowing,URS,Men,Four Without Coxswain (4-),Bronze,URS
1976,Montreal,Rowing,Rowing,URS,Men,Four-Oared Shell With Coxswain (4-),Gold,URS
1976,Montreal,Rowing,Rowing,URS,Men,Pair-Oared Shell With Coxswain (2+),Silver,URS
1976,Montreal,Rowing,Rowing,URS,Men,Quadruple Sculls Without Coxswain (4X),Silver,URS
1976,Montreal,Rowing,Rowing,URS,Women,Double Sculls (2X),Bronze,URS
1976,Montreal,Rowing,Rowing,URS,Women,Eight With Coxswain (8+),Silver,URS
1976,Montreal,Rowing,Rowing,URS,Women,Four-Oared Shell With Coxswain (4-),Bronze,URS
1976,Montreal,Rowing,Rowing,URS,Women,Quadruple Sculls With Coxswain (4X),Silver,URS
1976,Montreal,Rowing,Rowing,USA,Men,Coxless Pair (2-),Silver,USA
1976,Montreal,Rowing,Rowing,USA,Women,Eight With Coxswain (8+),Bronze,USA
1976,Montreal,Sailing,Sailing,AUS,Men,Single-Handed Dinghy (Finn),Bronze,"BERTRAND, John Edwin"
1976,Montreal,Sailing,Sailing,GDR,Men,Single-Handed Dinghy (Finn),Gold,"SCHÜMANN, Jochen"
1976,Montreal,Sailing,Sailing,URS,Men,Single-Handed Dinghy (Finn),Silver,"BALASHOV, Andrei"
1976,Montreal,Sailing,Sailing,AUS,Men,470 - Two Person Dinghy,Bronze,AUS
1976,Montreal,Sailing,Sailing,BRA,Men,Flying Dutchman,Bronze,BRA
1976,Montreal,Sailing,Sailing,DEN,Men,Fleet/Match Race Keelboat Open (Soling),Gold,DEN
1976,Montreal,Sailing,Sailing,ESP,Men,470 - Two Person Dinghy,Silver,ESP
1976,Montreal,Sailing,Sailing,FRG,Men,470 - Two Person Dinghy,Gold,FRG
1976,Montreal,Sailing,Sailing,FRG,Men,Flying Dutchman,Gold,FRG
1976,Montreal,Sailing,Sailing,FRG,Men,Tornado - Multihull,Bronze,FRG
1976,Montreal,Sailing,Sailing,GBR,Men,Flying Dutchman,Silver,GBR
1976,Montreal,Sailing,Sailing,GBR,Men,Tornado - Multihull,Gold,GBR
1976,Montreal,Sailing,Sailing,GDR,Men,Fleet/Match Race Keelboat Open (Soling),Bronze,GDR
1976,Montreal,Sailing,Sailing,SWE,Men,Tempest,Gold,SWE
1976,Montreal,Sailing,Sailing,URS,Men,Tempest,Silver,URS
1976,Montreal,Sailing,Sailing,USA,Men,Fleet/Match Race Keelboat Open (Soling),Silver,USA
1976,Montreal,Sailing,Sailing,USA,Men,Tempest,Bronze,USA
1976,Montreal,Sailing,Sailing,USA,Men,Tornado - Multihull,Silver,USA
1976,Montreal,Shooting,Shooting,AUT,Men,50M Pistol (60 Shots),Bronze,"DOLLINGER, Rudolf"
1976,Montreal,Shooting,Shooting,FRG,Men,50M Rifle 3 Positions (3X40 Shots),Bronze,"SEIBOLD, Werner"
1976,Montreal,Shooting,Shooting,FRG,Men,50M Rifle Prone (60 Shots),Gold,"SMIESZEK, Karlheinz"
1976,Montreal,Shooting,Shooting,FRG,Men,50M Rifle Prone (60 Shots),Silver,"LIND, Ulrich"
1976,Montreal,Shooting,Shooting,GDR,Men,25M Rapid Fire Pistol (60 Shots),Gold,"KLAAR, Norbert"
1976,Montreal,Shooting,Shooting,GDR,Men,25M Rapid Fire Pistol (60 Shots),Silver,"WIEFEL, Jürgen"
1976,Montreal,Shooting,Shooting,GDR,Men,50M Pistol (60 Shots),Gold,"POTTECK, Uwe"
1976,Montreal,Shooting,Shooting,GDR,Men,50M Pistol (60 Shots),Silver,"VOLLMAR, Harald"
1976,Montreal,Shooting,Shooting,ITA,Men,25M Rapid Fire Pistol (60 Shots),Bronze,"FERRARIS, Roberto"
1976,Montreal,Shooting,Shooting,ITA,Men,Trap (125 Targets),Bronze,"BALDI, Ubaldesco"
1976,Montreal,Shooting,Shooting,NED,Men,Skeet (125 Targets),Silver,"SWINKELS, Eric"
1976,Montreal,Shooting,Shooting,POL,Men,50M Running Target (30+30 Shots),Bronze,"GRESZKIEWICZ, Jerzy"
1976,Montreal,Shooting,Shooting,POL,Men,Skeet (125 Targets),Bronze,"GAWLIKOWSKI, Wieslaw"
1976,Montreal,Shooting,Shooting,POR,Men,Trap (125 Targets),Silver,"MARQUES, Armando Da Silva"
1976,Montreal,Shooting,Shooting,TCH,Men,Skeet (125 Targets),Gold,"PANACEK, Josef"
1976,Montreal,Shooting,Shooting,URS,Men,50M Rifle Prone (60 Shots),Bronze,"LUSHCHIKOV, Gennadi"
1976,Montreal,Shooting,Shooting,URS,Men,50M Running Target (30+30 Shots),Gold,"GAZOV, Aleksandr"
1976,Montreal,Shooting,Shooting,URS,Men,50M Running Target (30+30 Shots),Silver,"KEDYAROV, Aleksandr"
1976,Montreal,Shooting,Shooting,USA,Men,50M Rifle 3 Positions (3X40 Shots),Gold,"BASSHAM, Lance Robert"
1976,Montreal,Shooting,Shooting,USA,Men,Trap (125 Targets),Gold,"HALDEMAN, Donald Stanley"
1976,Montreal,Shooting,Shooting,USA,Women,50M Rifle 3 Positions (3X40 Shots),Silver,"THOMPSON-MURDOCK, Margaret"
1976,Montreal,Volleyball,Volleyball,CUB,Men,Volleyball,Bronze,CUB
1976,Montreal,Volleyball,Volleyball,JPN,Women,Volleyball,Gold,JPN
1976,Montreal,Volleyball,Volleyball,KOR,Women,Volleyball,Bronze,KOR
1976,Montreal,Volleyball,Volleyball,POL,Men,Volleyball,Gold,POL
1976,Montreal,Volleyball,Volleyball,URS,Men,Volleyball,Silver,URS
1976,Montreal,Volleyball,Volleyball,URS,Women,Volleyball,Silver,URS
1976,Montreal,Weightlifting,Weightlifting,BUL,Men,"- 56KG, Total (Bantamweight)",Gold,"NURIKIAN, Norair"
1976,Montreal,Weightlifting,Weightlifting,BUL,Men,"56 - 60KG, Total (Featherweight)",Silver,"TODOROV, Georghi"
1976,Montreal,Weightlifting,Weightlifting,BUL,Men,"67.5 - 75KG, Total (Middleweight)",Gold,"MITKOV, Yordan"
1976,Montreal,Weightlifting,Weightlifting,BUL,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Silver,"STOITCHEV, Trendafil"
1976,Montreal,Weightlifting,Weightlifting,BUL,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Bronze,"SHOPOV, Atanas"
1976,Montreal,Weightlifting,Weightlifting,BUL,Men,"91 - 110KG, Total (Heavyweight)",Silver,"SEMERDJIEV, Krastio"
1976,Montreal,Weightlifting,Weightlifting,FRA,Men,"60 - 67.5KG, Total (Lightweight)",Silver,"SENET, Daniel"
1976,Montreal,Weightlifting,Weightlifting,GDR,Men,"+ 110KG, Total (Super Heavyweight)",Bronze,"LOSCH, Helmut"
1976,Montreal,Weightlifting,Weightlifting,GDR,Men,"+ 110KG, Total (Super Heavyweight)",Silver,"BONK, Gerd"
1976,Montreal,Weightlifting,Weightlifting,GDR,Men,"67.5 - 75KG, Total (Middleweight)",Bronze,"WENZEL, Peter"
1976,Montreal,Weightlifting,Weightlifting,HUN,Men,"- 52KG, Total (Flyweight)",Silver,"KÖSZEGI, György"
1976,Montreal,Weightlifting,Weightlifting,HUN,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Bronze,"BACZAKO, Peter"
1976,Montreal,Weightlifting,Weightlifting,IRI,Men,"- 52KG, Total (Flyweight)",Bronze,"NASSIRI-SERESHT, Mohammad"
1976,Montreal,Weightlifting,Weightlifting,JPN,Men,"- 56KG, Total (Bantamweight)",Bronze,"ANDO, Kenkichi"
1976,Montreal,Weightlifting,Weightlifting,JPN,Men,"56 - 60KG, Total (Featherweight)",Bronze,"HIRAI, Kazumasa"
1976,Montreal,Weightlifting,Weightlifting,POL,Men,"- 56KG, Total (Bantamweight)",Silver,"CZIURA, Grzegorz"
1976,Montreal,Weightlifting,Weightlifting,POL,Men,"60 - 67.5KG, Total (Lightweight)",Bronze,"CZARNECKI, Kazimierz"
1976,Montreal,Weightlifting,Weightlifting,POL,Men,"91 - 110KG, Total (Heavyweight)",Bronze,"RUTKOWSKI, Tadeusz"
1976,Montreal,Weightlifting,Weightlifting,URS,Men,"+ 110KG, Total (Super Heavyweight)",Gold,"ALEKSEYEV, Vasily"
1976,Montreal,Weightlifting,Weightlifting,URS,Men,"- 52KG, Total (Flyweight)",Gold,"VORONIN, Aleksandr"
1976,Montreal,Weightlifting,Weightlifting,URS,Men,"56 - 60KG, Total (Featherweight)",Gold,"KOLESNIKOV, Nikolai"
1976,Montreal,Weightlifting,Weightlifting,URS,Men,"60 - 67.5KG, Total (Lightweight)",Gold,"KOROL, Pyotr"
1976,Montreal,Weightlifting,Weightlifting,URS,Men,"67.5 - 75KG, Total (Middleweight)",Silver,"MILITOSYAN, Vartan"
1976,Montreal,Weightlifting,Weightlifting,URS,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Gold,"SHARY, Valeri"
1976,Montreal,Weightlifting,Weightlifting,URS,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Gold,"RIGERT, David"
1976,Montreal,Weightlifting,Weightlifting,URS,Men,"91 - 110KG, Total (Heavyweight)",Gold,"ZAITSEV, Yuri"
1976,Montreal,Weightlifting,Weightlifting,USA,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Silver,"JAMES, Lee Roy, Jr."
1976,Montreal,Wrestling,Wrestling Free.,BUL,Men,- 48KG (Light-Flyweight),Gold,"MURSELOV, Khassan Issaiev"
1976,Montreal,Wrestling,Wrestling Free.,BUL,Men,90 - 100KG (Heavyweight),Bronze,"KOSTOV, Dimov"
1976,Montreal,Wrestling,Wrestling Free.,FRG,Men,74 - 82KG (Middleweight),Bronze,"SEGER, Adolf"
1976,Montreal,Wrestling,Wrestling Free.,GDR,Men,52 - 57KG (Bantamweight),Silver,"BRÜCHERT, Hans-Dieter"
1976,Montreal,Wrestling,Wrestling Free.,HUN,Men,+ 100KG (Super Heavyweight),Silver,"BALLA, Jozsef"
1976,Montreal,Wrestling,Wrestling Free.,IRI,Men,68 - 74KG (Welterweight),Silver,"BARZEGAR, Mansour"
1976,Montreal,Wrestling,Wrestling Free.,JPN,Men,- 48KG (Light-Flyweight),Bronze,"KUDO, Akira"
1976,Montreal,Wrestling,Wrestling Free.,JPN,Men,48 - 52KG (Flyweight),Gold,"TAKADA, Yuji"
1976,Montreal,Wrestling,Wrestling Free.,JPN,Men,52 - 57KG (Bantamweight),Bronze,"ARAI, Masao"
1976,Montreal,Wrestling,Wrestling Free.,JPN,Men,62 - 68KG (Lightweight),Bronze,"SUGAWARA, Yasaburo"
1976,Montreal,Wrestling,Wrestling Free.,JPN,Men,68 - 74KG (Welterweight),Gold,"DATE, Jiichiro"
1976,Montreal,Wrestling,Wrestling Free.,KOR,Men,48 - 52KG (Flyweight),Bronze,"JEON, Hae-Sup"
1976,Montreal,Wrestling,Wrestling Free.,KOR,Men,57 - 62KG (Featherweight),Gold,"YANG, Jung-Mo"
1976,Montreal,Wrestling,Wrestling Free.,MGL,Men,57 - 62KG (Featherweight),Silver,"OIDOV, Zevegying"
1976,Montreal,Wrestling,Wrestling Free.,ROU,Men,+ 100KG (Super Heavyweight),Bronze,"SIMON, Ladislau"
1976,Montreal,Wrestling,Wrestling Free.,ROU,Men,82 - 90KG (Light-Heavyweight),Bronze,"MORCOV, Stelica"
1976,Montreal,Wrestling,Wrestling Free.,URS,Men,+ 100KG (Super Heavyweight),Gold,"ANDIEV, Soslan"
1976,Montreal,Wrestling,Wrestling Free.,URS,Men,- 48KG (Light-Flyweight),Silver,"DMITRIEV, Roman"
1976,Montreal,Wrestling,Wrestling Free.,URS,Men,48 - 52KG (Flyweight),Silver,"IVANOV, Aleksandr"
1976,Montreal,Wrestling,Wrestling Free.,URS,Men,52 - 57KG (Bantamweight),Gold,"YUMIN, Vladimir"
1976,Montreal,Wrestling,Wrestling Free.,URS,Men,62 - 68KG (Lightweight),Gold,"PINIGIN, Pavel"
1976,Montreal,Wrestling,Wrestling Free.,URS,Men,74 - 82KG (Middleweight),Silver,"NOVOZHILOV, Viktor"
1976,Montreal,Wrestling,Wrestling Free.,URS,Men,82 - 90KG (Light-Heavyweight),Gold,"TEDIASHVILI, Levan"
1976,Montreal,Wrestling,Wrestling Free.,URS,Men,90 - 100KG (Heavyweight),Gold,"YARYGIN, Ivan"
1976,Montreal,Wrestling,Wrestling Free.,USA,Men,57 - 62KG (Featherweight),Bronze,"DAVIS, Eugene Lee"
1976,Montreal,Wrestling,Wrestling Free.,USA,Men,62 - 68KG (Lightweight),Silver,"KEASER, Lloyd Weldon"
1976,Montreal,Wrestling,Wrestling Free.,USA,Men,68 - 74KG (Welterweight),Bronze,"DZIEDZIC, Stanley Joseph, Jr."
1976,Montreal,Wrestling,Wrestling Free.,USA,Men,74 - 82KG (Middleweight),Gold,"PETERSON, John Allan"
1976,Montreal,Wrestling,Wrestling Free.,USA,Men,82 - 90KG (Light-Heavyweight),Silver,"PETERSON, Benjamin Lee"
1976,Montreal,Wrestling,Wrestling Free.,USA,Men,90 - 100KG (Heavyweight),Silver,"HELLICKSON, Russell Owen"
1976,Montreal,Wrestling,Wrestling Gre-R,BUL,Men,+ 100KG (Super Heavyweight),Silver,"TOMOV, Aleksandr"
1976,Montreal,Wrestling,Wrestling Gre-R,BUL,Men,- 48KG (Light-Flyweight),Bronze,"ANGELOV, Stefan"
1976,Montreal,Wrestling,Wrestling Gre-R,BUL,Men,74 - 82KG (Middleweight),Bronze,"KOLEV, Ivan"
1976,Montreal,Wrestling,Wrestling Gre-R,BUL,Men,82 - 90KG (Light-Heavyweight),Silver,"IVANOV, Stoyan"
1976,Montreal,Wrestling,Wrestling Gre-R,BUL,Men,90 - 100KG (Heavyweight),Silver,"GORANOV, Kamen"
1976,Montreal,Wrestling,Wrestling Gre-R,FIN,Men,52 - 57KG (Bantamweight),Gold,"UKKOLA, Pertti Olavi"
1976,Montreal,Wrestling,Wrestling Gre-R,FRG,Men,68 - 74KG (Welterweight),Bronze,"HELBING, Karl-Heinz"
1976,Montreal,Wrestling,Wrestling Gre-R,GDR,Men,62 - 68KG (Lightweight),Bronze,"WEHLING, Heinz-Helmut"
1976,Montreal,Wrestling,Wrestling Gre-R,HUN,Men,57 - 62KG (Featherweight),Bronze,"RECZI, Laszlo"
1976,Montreal,Wrestling,Wrestling Gre-R,JPN,Men,48 - 52KG (Flyweight),Bronze,"HIRAYAMA, Koichiro"
1976,Montreal,Wrestling,Wrestling Gre-R,POL,Men,57 - 62KG (Featherweight),Gold,"LIPIEN, Kazimierz"
1976,Montreal,Wrestling,Wrestling Gre-R,POL,Men,82 - 90KG (Light-Heavyweight),Bronze,"KWIECINSKI, Czeslaw"
1976,Montreal,Wrestling,Wrestling Gre-R,POL,Men,90 - 100KG (Heavyweight),Bronze,"SKRZYDLEWSKI, Andrzej"
1976,Montreal,Wrestling,Wrestling Gre-R,ROU,Men,+ 100KG (Super Heavyweight),Bronze,"CODREANU, Roman"
1976,Montreal,Wrestling,Wrestling Gre-R,ROU,Men,- 48KG (Light-Flyweight),Silver,"BERCEANU, Gheorghe"
1976,Montreal,Wrestling,Wrestling Gre-R,ROU,Men,48 - 52KG (Flyweight),Silver,"GINGA, Nicu"
1976,Montreal,Wrestling,Wrestling Gre-R,ROU,Men,62 - 68KG (Lightweight),Silver,"RUSU, Stefan"
1976,Montreal,Wrestling,Wrestling Gre-R,TCH,Men,68 - 74KG (Welterweight),Silver,"MACHA, Vitezslav"
1976,Montreal,Wrestling,Wrestling Gre-R,URS,Men,+ 100KG (Super Heavyweight),Gold,"KOLCHINSKY, Aleksandr"
1976,Montreal,Wrestling,Wrestling Gre-R,URS,Men,- 48KG (Light-Flyweight),Gold,"SHUMAKOV, Aleksei"
1976,Montreal,Wrestling,Wrestling Gre-R,URS,Men,48 - 52KG (Flyweight),Gold,"KONSTANTINOV, Vitali"
1976,Montreal,Wrestling,Wrestling Gre-R,URS,Men,52 - 57KG (Bantamweight),Bronze,"MUSTAFIN, Farkhad"
1976,Montreal,Wrestling,Wrestling Gre-R,URS,Men,57 - 62KG (Featherweight),Silver,"DAVIDYAN, Nelson"
1976,Montreal,Wrestling,Wrestling Gre-R,URS,Men,62 - 68KG (Lightweight),Gold,"NALBANDYAN, Suren"
1976,Montreal,Wrestling,Wrestling Gre-R,URS,Men,68 - 74KG (Welterweight),Gold,"BYKOV, Anatoli"
1976,Montreal,Wrestling,Wrestling Gre-R,URS,Men,74 - 82KG (Middleweight),Silver,"CHEBOKSAROV, Vladimir"
1976,Montreal,Wrestling,Wrestling Gre-R,URS,Men,82 - 90KG (Light-Heavyweight),Gold,"REZANTSEV, Valeri"
1976,Montreal,Wrestling,Wrestling Gre-R,URS,Men,90 - 100KG (Heavyweight),Gold,"BALBOSHIN, Nikolai"
1976,Montreal,Wrestling,Wrestling Gre-R,YUG,Men,52 - 57KG (Bantamweight),Silver,"FRGIC, Ivan"
1976,Montreal,Wrestling,Wrestling Gre-R,YUG,Men,74 - 82KG (Middleweight),Gold,"PETKOVIC, Momir"
1980,Moscow,Aquatics,Diving,GDR,Men,10M Platform,Gold,"HOFFMANN, Falk"
1980,Moscow,Aquatics,Diving,GDR,Women,10M Platform,Gold,"JÄSCHKE, Martina"
1980,Moscow,Aquatics,Diving,GDR,Women,3M Springboard,Bronze,"GUTHKE, Karin"
1980,Moscow,Aquatics,Diving,GDR,Women,3M Springboard,Silver,"PROEBER, Martina"
1980,Moscow,Aquatics,Diving,ITA,Men,3M Springboard,Bronze,"CAGNOTTO, Giorgio Franco"
1980,Moscow,Aquatics,Diving,MEX,Men,3M Springboard,Silver,"GIRON, Carlos"
1980,Moscow,Aquatics,Diving,URS,Men,10M Platform,Bronze,"AMBARTSUMYAN, David"
1980,Moscow,Aquatics,Diving,URS,Men,10M Platform,Silver,"ALEINIK, Vladimir"
1980,Moscow,Aquatics,Diving,URS,Men,3M Springboard,Gold,"PORTNOV, Aleksandr"
1980,Moscow,Aquatics,Diving,URS,Women,10M Platform,Bronze,"TSOTADZE, Liana"
1980,Moscow,Aquatics,Diving,URS,Women,10M Platform,Silver,"EMIRZIAN, Servard"
1980,Moscow,Aquatics,Diving,URS,Women,3M Springboard,Gold,"KALININA, Irina"
1980,Moscow,Aquatics,Swimming,AUS,Men,100M Breaststroke,Bronze,"EVANS, Peter"
1980,Moscow,Aquatics,Swimming,AUS,Men,1500M Freestyle,Bronze,"METZKER, Maxwell"
1980,Moscow,Aquatics,Swimming,AUS,Men,200M Backstroke,Bronze,"KERRY, Mark"
1980,Moscow,Aquatics,Swimming,AUS,Men,200M Freestyle,Bronze,"BREWER, Graeme"
1980,Moscow,Aquatics,Swimming,AUS,Women,200M Butterfly,Bronze,"FORD, Michelle"
1980,Moscow,Aquatics,Swimming,AUS,Women,800M Freestyle,Gold,"FORD, Michelle"
1980,Moscow,Aquatics,Swimming,DEN,Women,100M Breaststroke,Bronze,"NIELSSON, Susanne Schultz"
1980,Moscow,Aquatics,Swimming,ESP,Men,100M Butterfly,Bronze,"LOPEZ-ZUBERO PURCELL, David"
1980,Moscow,Aquatics,Swimming,GBR,Men,100M Breaststroke,Gold,"GOODHEW, Dunkan"
1980,Moscow,Aquatics,Swimming,GBR,Men,200M Butterfly,Silver,"HUBBLE, Philip"
1980,Moscow,Aquatics,Swimming,GBR,Women,400M Individual Medley,Silver,"DAVIES, Sharron Elizabeth"
1980,Moscow,Aquatics,Swimming,GDR,Men,100M Butterfly,Silver,"PYTTEL, Roger"
1980,Moscow,Aquatics,Swimming,GDR,Men,100M Freestyle,Gold,"WOITHE, Jörg"
1980,Moscow,Aquatics,Swimming,GDR,Men,200M Butterfly,Bronze,"PYTTEL, Roger"
1980,Moscow,Aquatics,Swimming,GDR,Women,100M Backstroke,Bronze,"RIEDEL, Petra"
1980,Moscow,Aquatics,Swimming,GDR,Women,100M Backstroke,Gold,"REINISCH, Rica"
1980,Moscow,Aquatics,Swimming,GDR,Women,100M Backstroke,Silver,"KLEBER, Ina"
1980,Moscow,Aquatics,Swimming,GDR,Women,100M Breaststroke,Gold,"GEWENIGER, Ute"
1980,Moscow,Aquatics,Swimming,GDR,Women,100M Butterfly,Bronze,"KNACKE, Christiane"
1980,Moscow,Aquatics,Swimming,GDR,Women,100M Butterfly,Gold,"METSCHUCK, Caren"
1980,Moscow,Aquatics,Swimming,GDR,Women,100M Butterfly,Silver,"POLLACK, Andrea"
1980,Moscow,Aquatics,Swimming,GDR,Women,100M Freestyle,Bronze,"DIERS, Ines"
1980,Moscow,Aquatics,Swimming,GDR,Women,100M Freestyle,Gold,"KRAUSE, Barbara"
1980,Moscow,Aquatics,Swimming,GDR,Women,100M Freestyle,Silver,"METSCHUCK, Caren"
1980,Moscow,Aquatics,Swimming,GDR,Women,200M Backstroke,Bronze,"TREIBER, Birgit"
1980,Moscow,Aquatics,Swimming,GDR,Women,200M Backstroke,Gold,"REINISCH, Rica"
1980,Moscow,Aquatics,Swimming,GDR,Women,200M Backstroke,Silver,"POLIT, Cornelia"
1980,Moscow,Aquatics,Swimming,GDR,Women,200M Butterfly,Gold,"GEISSLER, Ines"
1980,Moscow,Aquatics,Swimming,GDR,Women,200M Butterfly,Silver,"SCHÖNROCK, Sybille"
1980,Moscow,Aquatics,Swimming,GDR,Women,200M Freestyle,Bronze,"SCHMIDT, Carmela"
1980,Moscow,Aquatics,Swimming,GDR,Women,200M Freestyle,Gold,"KRAUSE, Barbara"
1980,Moscow,Aquatics,Swimming,GDR,Women,200M Freestyle,Silver,"DIERS, Ines"
1980,Moscow,Aquatics,Swimming,GDR,Women,400M Freestyle,Bronze,"SCHMIDT, Carmela"
1980,Moscow,Aquatics,Swimming,GDR,Women,400M Freestyle,Gold,"DIERS, Ines"
1980,Moscow,Aquatics,Swimming,GDR,Women,400M Freestyle,Silver,"SCHNEIDER, Petra"
1980,Moscow,Aquatics,Swimming,GDR,Women,400M Individual Medley,Gold,"SCHNEIDER, Petra"
1980,Moscow,Aquatics,Swimming,GDR,Women,800M Freestyle,Bronze,"DÄHNE, Heike"
1980,Moscow,Aquatics,Swimming,GDR,Women,800M Freestyle,Silver,"DIERS, Ines"
1980,Moscow,Aquatics,Swimming,HUN,Men,200M Backstroke,Gold,"WLADAR, Sandor"
1980,Moscow,Aquatics,Swimming,HUN,Men,200M Backstroke,Silver,"VERRASZTO, Zoltan"
1980,Moscow,Aquatics,Swimming,HUN,Men,200M Breaststroke,Silver,"VERMES, Alban"
